Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,Price,Car_Age,HP_per_Cylinder,Mileage
Mazda,Tribute,flex-fuel (unleaded/E85),240.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,23,18,586,28915,16,40.0,20.5
Mazda,Tribute,regular unleaded,171.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,20,586,25345,16,42.75,23.0
Mazda,Tribute,regular unleaded,171.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,21,586,25700,15,42.75,24.5
Mazda,Tribute,regular unleaded,171.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,20,586,25495,15,42.75,23.0
Mazda,Tribute,regular unleaded,171.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,21,586,23740,15,42.75,24.5
Mazda,Tribute,flex-fuel (unleaded/E85),240.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,23,18,586,29065,15,40.0,20.5
Mazda,Tribute,regular unleaded,171.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,21,586,22595,15,42.75,24.5
Mazda,Tribute,regular unleaded,171.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,20,586,24350,15,42.75,23.0
Mazda,Tribute,regular unleaded,171.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,28,23,586,20555,15,42.75,25.5
Mazda,Tribute,regular unleaded,171.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,20,586,27455,15,42.75,23.0
Mazda,Tribute,flex-fuel (unleaded/E85),240.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25,19,586,27315,15,40.0,22.0
Mazda,Truck,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,21,586,12840,24,33.75,23.0
Mazda,Truck,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,16,586,19885,24,34.5,18.0
Mazda,Truck,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,17,586,18090,24,24.5,19.0
Mazda,Truck,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,586,22630,24,34.5,16.0
Mazda,Truck,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,17,586,15670,24,24.5,19.0
Mazda,Truck,regular unleaded,147.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,20,16,586,20575,24,24.5,18.0
Mazda,Truck,regular unleaded,207.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,17,14,586,21410,23,34.5,15.5
Mazda,Truck,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,17,14,586,23150,23,34.5,15.5
Mazda,Truck,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,17,586,16975,23,24.5,19.0
Mazda,Truck,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,21,17,586,19215,23,24.5,19.0
Mazda,Truck,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,26,21,586,13930,23,33.75,23.5
Mazda,Truck,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,586,20880,23,34.5,17.5
Mazda,Truck,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,17,586,18885,23,24.5,19.0
Mazda,Truck,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,26,21,586,18050,23,33.75,23.5
Mazda,Truck,regular unleaded,207.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,17,14,586,19975,23,34.5,15.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,24,19,2009,2000,31,33.5,21.5
Nissan,Truck,regular unleaded,153.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,20,16,2009,2121,31,25.5,18.0
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,2009,2000,31,33.5,21.5
Nissan,Truck,regular unleaded,153.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,20,16,2009,2000,31,25.5,18.0
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,19,16,2009,2281,31,33.5,17.5
Nissan,Truck,regular unleaded,153.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,17,14,2009,2436,31,25.5,15.5
Nissan,Truck,regular unleaded,153.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,17,14,2009,2494,31,25.5,15.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,19,16,2009,2130,31,33.5,17.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,2009,2000,30,33.5,21.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,2009,2122,30,33.5,21.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,18,15,2009,2762,30,33.5,16.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,18,15,2009,2354,30,33.5,16.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,18,15,2009,2647,30,33.5,16.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,24,19,2009,2547,30,33.5,21.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,24,19,2009,2326,30,33.5,21.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,18,15,2009,2918,29,33.5,16.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,19,2009,2391,29,33.5,21.0
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,18,15,2009,3140,29,33.5,16.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,23,19,2009,2550,29,33.5,21.0
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,18,15,2009,2676,29,33.5,16.5
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,19,2009,2241,29,33.5,21.0
Nissan,Truck,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,23,19,2009,2837,29,33.5,21.0
Acura,TSX Sport Wagon,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,30,22,204,35010,14,50.25,26.0
Acura,TSX Sport Wagon,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,30,22,204,31360,14,50.25,26.0
Acura,TSX Sport Wagon,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,30,22,204,35510,13,50.25,26.0
Acura,TSX Sport Wagon,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,30,22,204,31860,13,50.25,26.0
Acura,TSX Sport Wagon,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,30,22,204,35635,12,50.25,26.0
Acura,TSX Sport Wagon,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,30,22,204,31985,12,50.25,26.0
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,30010,14,50.25,26.5
Acura,TSX,premium unleaded (required),280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,204,35550,14,46.666666666666664,23.5
Acura,TSX,premium unleaded (required),280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,204,38650,14,46.666666666666664,23.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,33110,14,50.25,26.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,31010,14,50.25,26.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,21,204,31010,14,50.25,25.0
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,30510,13,50.25,26.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,31510,13,50.25,26.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,21,204,31510,13,50.25,25.0
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,33610,13,50.25,26.5
Acura,TSX,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,204,39150,13,46.666666666666664,23.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,21,204,31635,12,50.25,25.0
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,30635,12,50.25,26.5
Acura,TSX,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,204,39275,12,46.666666666666664,23.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,33735,12,50.25,26.5
Acura,TSX,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,31635,12,50.25,26.5
Audi,TT RS,premium unleaded (required),360.0,5.0,MANUAL,all wheel drive,2.0,Compact,Coupe,25,18,3105,56850,14,72.0,21.5
Audi,TT RS,premium unleaded (required),360.0,5.0,MANUAL,all wheel drive,2.0,Compact,Coupe,25,18,3105,57200,13,72.0,21.5
Audi,TT,premium unleaded (recommended),211.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,31,22,3105,43350,11,52.75,26.5
Audi,TT,premium unleaded (recommended),211.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,31,22,3105,40350,11,52.75,26.5
Audi,TT,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,30,23,3105,42900,10,55.0,26.5
Audi,TT,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,30,23,3105,46400,10,55.0,26.5
Audi,TT,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,30,23,3105,47000,9,55.0,26.5
Audi,TT,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,30,23,3105,43500,9,55.0,26.5
Audi,TTS,premium unleaded (required),265.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,31,22,3105,51700,11,66.25,26.5
Audi,TTS,premium unleaded (required),265.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,31,22,3105,48700,11,66.25,26.5
Audi,TTS,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,27,23,3105,51900,10,73.0,25.0
Audi,TTS,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,27,23,3105,52500,9,73.0,25.0
Hyundai,Tucson,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,21,1439,26450,11,45.5,24.5
Hyundai,Tucson,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29,23,1439,21650,11,41.0,26.0
Hyundai,Tucson,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25,20,1439,27950,11,45.5,22.5
Hyundai,Tucson,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,21,1439,23700,11,45.5,24.5
Hyundai,Tucson,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25,20,1439,25200,11,45.0,22.5
Hyundai,Tucson,regular unleaded,164.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25,21,1439,23150,11,41.0,23.0
Hyundai,Tucson,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25,20,1439,25200,11,45.5,22.5
Hyundai,Tucson,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25,20,1439,27950,11,45.0,22.5
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,33,26,1439,24150,10,43.75,29.5
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr SUV,31,25,1439,25550,10,43.75,28.0
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,30,25,1439,29900,10,43.75,27.5
Hyundai,Tucson,regular unleaded,164.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,21,1439,24100,10,41.0,23.5
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr SUV,28,24,1439,31300,10,43.75,26.0
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr SUV,28,24,1439,27550,10,43.75,26.0
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,30,25,1439,26150,10,43.75,27.5
Hyundai,Tucson,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,23,1439,22700,10,41.0,27.0
Hyundai,Tucson,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,30,23,1439,22700,9,41.0,26.5
Hyundai,Tucson,regular unleaded,164.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,21,1439,24100,9,41.0,23.5
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,30,25,1439,29775,9,43.75,27.5
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,30,25,1439,25900,9,43.75,27.5
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr SUV,28,24,1439,31175,9,43.75,26.0
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr SUV,28,24,1439,27300,9,43.75,26.0
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,32,26,1439,24150,9,43.75,29.0
Hyundai,Tucson,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr SUV,30,25,1439,25550,9,43.75,27.5
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,2031,33210,11,38.75,16.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,18,13,2031,29120,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,44925,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,40685,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,44000,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,33390,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,33060,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,47975,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,34710,11,47.625,15.0
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,2031,30160,11,38.75,17.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,34710,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,40685,11,47.625,15.0
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,2031,31560,11,38.75,16.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,44000,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,35040,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,37030,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,42550,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,42550,11,47.625,15.0
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,14,2031,35530,11,38.75,16.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,33060,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,37030,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,17,13,2031,32170,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,41385,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,39500,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,35040,11,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,33390,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,41385,11,47.625,15.0
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,2031,32480,11,38.75,17.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,37635,11,47.625,15.5
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,2031,28510,11,38.75,17.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,47975,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,33980,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,30010,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,31660,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,31990,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,17,13,2031,32170,11,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,30340,11,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,34220,10,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,30840,10,47.625,15.5
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,2031,34000,10,38.75,16.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,45560,10,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,32980,10,47.625,15.5
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,38670,10,47.625,15.5
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,14,2031,36320,10,38.75,16.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,34970,10,47.625,15.5
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,46530,10,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,43585,10,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,42945,10,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,42945,10,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,30840,10,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,41720,10,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,49580,10,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,46530,10,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,40535,10,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,38020,10,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,49580,10,47.625,15.0
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,2031,29140,10,38.75,17.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,18,13,2031,29950,10,47.625,15.5
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,2031,33270,10,38.75,17.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,32650,10,47.625,15.5
Toyota,Tundra,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,2031,32190,10,38.75,16.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,36030,10,47.625,15.0
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,17,13,2031,33000,10,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,31170,10,47.625,15.5
Toyota,Tundra,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,34220,10,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,35700,10,47.625,15.0
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,32980,10,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,18,13,2031,29950,10,47.625,15.5
Toyota,Tundra,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2031,38670,10,47.625,15.5
